# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S18454	c	item 45502 judged #129-138 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45503 judged #139-148 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45504 judged #149-158 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45505 judged #159-168 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45506 judged #169-178 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45507 judged #179-188 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45508 judged #189-199 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45509 judged #200-209 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45510 judged #210-219 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45511 judged #220-229 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45512 judged #230-239 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45513 judged #240-249 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45514 judged #250-259 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45515 judged #260-269 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45516 judged #270-279 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45517 judged #280-289 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45518 judged #290-299 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45519 judged #300-309 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45520 judged #310-319 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45521 judged #320-329 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45494 judged #49-58 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45495 judged #59-68 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45496 judged #69-78 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45497 judged #79-88 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45498 judged #89-98 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45499 judged #99-108 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	e	66 files
S18471	a-I	cv 52402 named by 1 I line(s) on books of S21399
S18512	b	4/4 per-file CV links name another volume (118508x4)
S18519	b	1/1 per-file CV links name another volume (84964x1)
S18542	b	1/1 per-file CV links name another volume (108521x1)
S18574	b	1/1 per-file CV links name another volume (136295x1)
S18589	a-C	cv 26076 named by 2 C line(s) on books of S18600
S18589	a-C	gcd 33627 named by 2 C line(s) on books of S18600
S18611	b	1/1 per-file CV links name another volume (76835x1)
S18616	d	label-ambiguous item 29918
S18616	e	61 files
S18632	b	3/3 per-file CV links name another volume (155573x3)
S18658	d	label-ambiguous item 55118
S18676	c	item 44055 judged #11-15 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44062 judged #46-49 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44063 judged #50-53 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44060 judged #36-40 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44061 judged #41-45 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44058 judged #26-30 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44059 judged #31-35 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44056 judged #16-20 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18676	c	item 44057 judged #21-25 does not fit the S run (cv 98314 count 12, gcd 117946 count 12)
S18725	b	1/1 per-file CV links name another volume (70845x1)
S18777	a-I	cv 87949 named by 1 I line(s) on books of S68158
S18826	d	label-ambiguous item 87488
S18826	d	label-ambiguous item 98949
S18826	e	425 files
S18826	f	1 shelf/shelves merged in after the wave that landed R-047 (2026-09-23): S103731
S18834	b	1/1 per-file CV links name another volume (90411x1)
S18841	d	label-ambiguous item 116449
S18845	b	34/42 per-file CV links name another volume (21487x34)
S18845	e	45 files
S18856	c	item 74605 RANGE CONTRADICTED by GCD notes (multi): judged #1-6, GCD says The Joker (DC, 2021 series) #1-5; Batman (DC, 2016 series) #100; Batman: The Joker War Zone (DC, 2020 series) #1
S18856	c	item 74606 RANGE CONTRADICTED by GCD notes (multi): judged #7-9, GCD says The Joker (DC, 2021 series) #6-9; The Joker 2021 Annual #1
S18878	b	2/2 per-file CV links name another volume (124983x2)
S18917	c	item 45555 judged #1-7 does not fit the S run (cv 125270 count 3, gcd 151723 count 3)
S18938	b	1/1 per-file CV links name another volume (147917x1)
S18939	b	1/1 per-file CV links name another volume (150624x1)
S18999	b	2/2 per-file CV links name another volume (11226x2)
S19021	b	1/1 per-file CV links name another volume (130651x1)
S19033	b	3/3 per-file CV links name another volume (111537x3)
S19061	b	1/1 per-file CV links name another volume (85579x1)
S19076	b	2/2 per-file CV links name another volume (142876x2)
S19087	d	label-ambiguous item 13650
S19111	e	26 files
S19113	a-I	gcd 72973 named by 1 I line(s) on books of S19114
S19113	a-I	gcd 72973 named by 1 I line(s) on books of S19115
S19114	b	1/1 per-file CV links name another volume (53536x1)
S19128	b	1/1 per-file CV links name another volume (78538x1)
S19142	a-I	cv 97920 named by 1 I line(s) on books of S68158
S19167	b	2/2 per-file CV links name another volume (74112x1, 78542x1)
S19174	e	21 files
S19235	b	4/6 per-file CV links name another volume (45785x4)
S19246	a-S	gcd 117236 is also the S of S19751
S19275	b	1/1 per-file CV links name another volume (104312x1)
S19308	b	1/1 per-file CV links name another volume (135870x1)
S19320	a-S	gcd 11298 is also the S of S58099
S19340	e	25 files
S19369	e	33 files
S19399	e	23 files
S19425	d	label-ambiguous item 81234
S19444	d	label-ambiguous item 37062
S19506	d	label-ambiguous item 112966
S19566	a-S	gcd 173576 is also the S of S19567
S19575	c	item 41560 judged #87-95 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41561 judged #96-104 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41556 judged #51-59 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41557 judged #60-68 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41558 judged #69-77 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41559 judged #78-86 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41552 judged #15-23 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41553 judged #24-32 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41554 judged #33-41 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	c	item 41555 judged #42-50 does not fit the S run (cv 146819 count 12, gcd 180634 count 21)
S19575	e	64 files
S19599	b	1/1 per-file CV links name another volume (72131x1)
S19614	b	3/3 per-file CV links name another volume (139445x3)
S19633	c	item 45485 judged #38-45 does not fit the S run (cv 120382 count 7, gcd - count -)
S19633	c	item 45483 judged #18-27 does not fit the S run (cv 120382 count 7, gcd - count -)
S19633	c	item 45484 judged #28-37 does not fit the S run (cv 120382 count 7, gcd - count -)
S19633	c	item 45481 judged #1-8 does not fit the S run (cv 120382 count 7, gcd - count -)
S19633	c	item 45482 judged #9-17 does not fit the S run (cv 120382 count 7, gcd - count -)
S19635	e	29 files
S19639	a-I	cv 73592 named by 1 I line(s) on books of S19635
S19639	a-I	gcd 74272 named by 2 I line(s) on books of S19635
S19650	b	1/1 per-file CV links name another volume (122696x1)
S19654	a-C	cv 2870 named by 1 C line(s) on books of S872
S19654	a-C	cv 2870 named by 1 C line(s) on books of S875
S19654	a-C	cv 2870 named by 1 C line(s) on books of S879
S19654	a-I	cv 2870 named by 1 I line(s) on books of S3420
S19654	a-C	gcd 2359 named by 1 C line(s) on books of S872
S19654	a-C	gcd 2359 named by 1 C line(s) on books of S875
S19654	a-C	gcd 2359 named by 1 C line(s) on books of S879
S19654	d	label-ambiguous item 95949
S19654	e	272 files
S19654	f	1 shelf/shelves merged in after the wave that landed R-050 (2026-09-23): S103787
S19659	e	33 files
S19691	b	1/1 per-file CV links name another volume (65395x1)
S19724	b	2/2 per-file CV links name another volume (91484x2)
S19724	d	label-ambiguous item 19814
S19741	b	5/7 per-file CV links name another volume (24191x5)
S19760	a-I	cv 103273 named by 1 I line(s) on books of S68158
S19805	d	label-ambiguous item 118880
S19810	b	1/1 per-file CV links name another volume (50760x1)
S19838	b	34/34 per-file CV links name another volume (140076x27, 18327x7)
S19838	e	35 files
S19850	b	1/1 per-file CV links name another volume (99299x1)
S19897	b	13/13 per-file CV links name another volume (123690x13)
S19960	e	39 files
S19970	c	item 45609 judged #1-8 does not fit the S run (cv 154763 count 5, gcd - count -)
S19991	c	item 45614 judged #1-4 does not fit the S run (cv 131320 count 3, gcd - count -)
S19991	c	item 45615 judged #5-8 does not fit the S run (cv 131320 count 3, gcd - count -)
S20070	a-C	cv 2294 named by 3 C line(s) on books of S103607
S20070	a-C	gcd 1749 named by 3 C line(s) on books of S103607
S20070	e	420 files
S20079	d	label-ambiguous item 96687
S20097	a-S	gcd 74601 is also the S of S20098
S20097	a-S	gcd 74601 is also the S of S20099
S20097	a-S	gcd 74601 is also the S of S20100
S20097	a-S	gcd 74601 is also the S of S20101
S20097	a-S	gcd 74601 is also the S of S20102
S20097	a-S	gcd 74601 is also the S of S20103
S20098	a-S	gcd 74601 is also the S of S20097
S20098	a-S	gcd 74601 is also the S of S20100
S20098	a-S	gcd 74601 is also the S of S20101
S20098	a-S	gcd 74601 is also the S of S20102
S20098	a-S	gcd 74601 is also the S of S20103
S20099	a-S	gcd 74601 is also the S of S20097
S20099	a-S	gcd 74601 is also the S of S20100
S20099	a-S	gcd 74601 is also the S of S20101
S20099	a-S	gcd 74601 is also the S of S20102
S20099	a-S	gcd 74601 is also the S of S20103
S20100	a-S	gcd 74601 is also the S of S20097
S20100	a-S	gcd 74601 is also the S of S20098
S20100	a-S	gcd 74601 is also the S of S20099
S20100	a-S	gcd 74601 is also the S of S20101
S20100	a-S	gcd 74601 is also the S of S20102
S20100	a-S	gcd 74601 is also the S of S20103
S20101	a-S	gcd 74601 is also the S of S20097
S20101	a-S	gcd 74601 is also the S of S20098
S20101	a-S	gcd 74601 is also the S of S20099
S20101	a-S	gcd 74601 is also the S of S20100
S20101	a-S	gcd 74601 is also the S of S20102
S20101	a-S	gcd 74601 is also the S of S20103
S20102	a-S	gcd 74601 is also the S of S20097
S20102	a-S	gcd 74601 is also the S of S20098
S20102	a-S	gcd 74601 is also the S of S20099
S20102	a-S	gcd 74601 is also the S of S20100
S20102	a-S	gcd 74601 is also the S of S20101
S20102	a-S	gcd 74601 is also the S of S20103
S20103	a-S	gcd 74601 is also the S of S20097
S20103	a-S	gcd 74601 is also the S of S20098
S20103	a-S	gcd 74601 is also the S of S20099
S20103	a-S	gcd 74601 is also the S of S20100
S20103	a-S	gcd 74601 is also the S of S20101
S20103	a-S	gcd 74601 is also the S of S20102
S20110	b	1/1 per-file CV links name another volume (138730x1)
S20114	a-I	cv 131744 named by 4 I line(s) on books of S94812
S20114	a-I	gcd 168846 named by 4 I line(s) on books of S94812
S20123	a-I	cv 66115 named by 1 I line(s) on books of S20070
S20123	a-I	gcd 77971 named by 2 I line(s) on books of S20070
S20138	e	32 files
S20150	a-I	cv 137525 named by 1 I line(s) on books of S68158
S20189	a-S	gcd 202496 is also the S of S20190
S20190	a-S	gcd 202496 is also the S of S20189
S20195	a-I	gcd 59720 named by 1 I line(s) on books of S94814
S20211	b	1/1 per-file CV links name another volume (39959x1)
S20244	b	3/3 per-file CV links name another volume (73079x3)
S20255	a-I	cv 77244 named by 1 I line(s) on books of S17677
S20255	a-I	gcd 27427 named by 1 I line(s) on books of S17677
S20275	c	item 41219 judged #14-24 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	c	item 41220 judged #25-34 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	c	item 41221 judged #35-44 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	c	item 41222 judged #45-54 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	c	item 41223 judged #55-64 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	c	item 41224 judged #65-74 does not fit the S run (cv 166488 count 23, gcd 123451 count 23)
S20275	e	129 files
S20276	c	item 40185 judged #73-79 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40184 judged #67-72 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40174 judged #11-16 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40182 judged #53-59 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40183 judged #60-66 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40181 judged #48-52 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40179 judged #38-42 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40180 judged #43-47 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40177 judged #29-33 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40178 judged #34-37 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40175 judged #17-22 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20276	c	item 40176 judged #23-28 does not fit the S run (cv 90506 count 15, gcd 108570 count 11)
S20289	c	item 44093 judged #252-260 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44094 judged #261-269 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44095 judged #270-278 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44068 judged #24-33 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44088 judged #207-215 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44089 judged #216-224 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44090 judged #225-233 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44091 judged #234-242 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44092 judged #243-251 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44083 judged #162-170 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44084 judged #171-179 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44085 judged #180-188 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44086 judged #189-197 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44087 judged #198-206 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44078 judged #117-125 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44079 judged #126-134 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44080 judged #135-143 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44081 judged #144-152 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44082 judged #153-161 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
S20289	c	item 44069 judged #34-42 does not fit the S run (cv 114338 count 31, gcd 187615 count 31)
